max_depth, eta, objective, booster, gamma, reg_alpha, reg_lambda, subsample, nthread
7,0.3,reg:gamma,gbtree,0,0,0.2,0.5,4,3.6149309871982043
7,0.3,reg:gamma,gbtree,0,0,0.2,0.6,4,3.191378830942191
7,0.3,reg:gamma,gbtree,0,0,0.2,0.7,4,3.2335897815576233
7,0.3,reg:gamma,gbtree,0,0,0.2,0.8,4,3.107067495594892
7,0.3,reg:gamma,gbtree,0,0,0.2,0.9,4,3.092509787819131
7,0.3,reg:gamma,gbtree,0,0,0.2,1,4,2.929784090780329
7,0.3,reg:gamma,gbtree,0,0,0.3,0.5,4,3.788846304494491
7,0.3,reg:gamma,gbtree,0,0,0.3,0.6,4,3.230418899279968
7,0.3,reg:gamma,gbtree,0,0,0.3,0.7,4,3.1587436803956126
7,0.3,reg:gamma,gbtree,0,0,0.3,0.8,4,3.106576410188453
7,0.3,reg:gamma,gbtree,0,0,0.3,0.9,4,2.904311765247616
7,0.3,reg:gamma,gbtree,0,0,0.3,1,4,2.919772560717566
8,0.001,reg:linear,gbtree,0,0,0,0.5,4,2.7120655552049278
8,0.001,reg:linear,gbtree,0,0,0,0.6,4,2.716508354095599
8,0.001,reg:linear,gbtree,0,0,0,0.7,4,2.725518687965574
8,0.001,reg:linear,gbtree,0,0,0,0.8,4,2.7380380319269038
8,0.001,reg:linear,gbtree,0,0,0,0.9,4,2.753012713732943
8,0.001,reg:linear,gbtree,0,0,0,1,4,2.792705979894092
8,0.001,reg:linear,gbtree,0,0,0.05,0.5,4,2.7178647863355563
8,0.001,reg:linear,gbtree,0,0,0.05,0.6,4,2.7235236807827046
8,0.001,reg:linear,gbtree,0,0,0.05,0.7,4,2.731301723553128
8,0.001,reg:linear,gbtree,0,0,0.05,0.8,4,2.7401347808264678
8,0.001,reg:linear,gbtree,0,0,0.05,0.9,4,2.7552124259538693
8,0.001,reg:linear,gbtree,0,0,0.05,1,4,2.7917634781836442
8,0.001,reg:linear,gbtree,0,0,0.1,0.5,4,2.7264904795765834
8,0.001,reg:linear,gbtree,0,0,0.1,0.6,4,2.728603663770893
8,0.001,reg:linear,gbtree,0,0,0.1,0.7,4,2.736419048711002
8,0.001,reg:linear,gbtree,0,0,0.1,0.8,4,2.744914247366176
8,0.001,reg:linear,gbtree,0,0,0.1,0.9,4,2.7563064394227146
8,0.001,reg:linear,gbtree,0,0,0.1,1,4,2.7929073337365824
8,0.001,reg:linear,gbtree,0,0,0.2,0.5,4,2.7385104524937836
8,0.001,reg:linear,gbtree,0,0,0.2,0.6,4,2.7396363888968964
8,0.001,reg:linear,gbtree,0,0,0.2,0.7,4,2.746909759784347
8,0.001,reg:linear,gbtree,0,0,0.2,0.8,4,2.7550539590684804
8,0.001,reg:linear,gbtree,0,0,0.2,0.9,4,2.7614069667386154
8,0.001,reg:linear,gbtree,0,0,0.2,1,4,2.7959275484029593
8,0.001,reg:linear,gbtree,0,0,0.3,0.5,4,2.750647473068922
8,0.001,reg:linear,gbtree,0,0,0.3,0.6,4,2.7522606533752523
8,0.001,reg:linear,gbtree,0,0,0.3,0.7,4,2.755894143182434
8,0.001,reg:linear,gbtree,0,0,0.3,0.8,4,2.763853783551717
8,0.001,reg:linear,gbtree,0,0,0.3,0.9,4,2.768326866773791
8,0.001,reg:linear,gbtree,0,0,0.3,1,4,2.7943839741213017
8,0.001,reg:gamma,gbtree,0,0,0,0.5,4,4.990636203378365
8,0.001,reg:gamma,gbtree,0,0,0,0.6,4,4.987539187779941
8,0.001,reg:gamma,gbtree,0,0,0,0.7,4,4.9841863334690855
8,0.001,reg:gamma,gbtree,0,0,0,0.8,4,4.981775857286433
8,0.001,reg:gamma,gbtree,0,0,0,0.9,4,4.978925893209433
8,0.001,reg:gamma,gbtree,0,0,0,1,4,4.975876403389618
8,0.001,reg:gamma,gbtree,0,0,0.05,0.5,4,4.990463924504223
8,0.001,reg:gamma,gbtree,0,0,0.05,0.6,4,4.987334054998867
8,0.001,reg:gamma,gbtree,0,0,0.05,0.7,4,4.984155189349113
8,0.001,reg:gamma,gbtree,0,0,0.05,0.8,4,4.98151695723454
8,0.001,reg:gamma,gbtree,0,0,0.05,0.9,4,4.978870174124046
8,0.001,reg:gamma,gbtree,0,0,0.05,1,4,4.975775325174584
8,0.001,reg:gamma,gbtree,0,0,0.1,0.5,4,4.99000823815818
8,0.001,reg:gamma,gbtree,0,0,0.1,0.6,4,4.986783817978087
8,0.001,reg:gamma,gbtree,0,0,0.1,0.7,4,4.9836161814622155
8,0.001,reg:gamma,gbtree,0,0,0.1,0.8,4,4.981070941044009
8,0.001,reg:gamma,gbtree,0,0,0.1,0.9,4,4.978362061577037
8,0.001,reg:gamma,gbtree,0,0,0.1,1,4,4.975703428492633
8,0.001,reg:gamma,gbtree,0,0,0.2,0.5,4,4.988339835189729
8,0.001,reg:gamma,gbtree,0,0,0.2,0.6,4,4.985290959871773
8,0.001,reg:gamma,gbtree,0,0,0.2,0.7,4,4.982500411581585
8,0.001,reg:gamma,gbtree,0,0,0.2,0.8,4,4.980056088928816
8,0.001,reg:gamma,gbtree,0,0,0.2,0.9,4,4.977371624121617
8,0.001,reg:gamma,gbtree,0,0,0.2,1,4,4.9762348727304815
8,0.001,reg:gamma,gbtree,0,0,0.3,0.5,4,4.987233363465441
8,0.001,reg:gamma,gbtree,0,0,0.3,0.6,4,4.984222930960171
8,0.001,reg:gamma,gbtree,0,0,0.3,0.7,4,4.981834065856359
8,0.001,reg:gamma,gbtree,0,0,0.3,0.8,4,4.9793409261331725
8,0.001,reg:gamma,gbtree,0,0,0.3,0.9,4,4.976483373748427
8,0.001,reg:gamma,gbtree,0,0,0.3,1,4,4.97477485615967
8,0.01,reg:linear,gbtree,0,0,0,0.5,4,2.5803135363715866
8,0.01,reg:linear,gbtree,0,0,0,0.6,4,2.5819512416273667
8,0.01,reg:linear,gbtree,0,0,0,0.7,4,2.597761444442348
8,0.01,reg:linear,gbtree,0,0,0,0.8,4,2.622053023112466
8,0.01,reg:linear,gbtree,0,0,0,0.9,4,2.6448719227200415
8,0.01,reg:linear,gbtree,0,0,0,1,4,2.683669658929425
8,0.01,reg:linear,gbtree,0,0,0.05,0.5,4,2.5878788024658914
8,0.01,reg:linear,gbtree,0,0,0.05,0.6,4,2.574346818256707
8,0.01,reg:linear,gbtree,0,0,0.05,0.7,4,2.597148888699672
8,0.01,reg:linear,gbtree,0,0,0.05,0.8,4,2.6246024000257018
8,0.01,reg:linear,gbtree,0,0,0.05,0.9,4,2.6391436328174187
8,0.01,reg:linear,gbtree,0,0,0.05,1,4,2.70243558488819
8,0.01,reg:linear,gbtree,0,0,0.1,0.5,4,2.5947767149183885
8,0.01,reg:linear,gbtree,0,0,0.1,0.6,4,2.5804037231335535
8,0.01,reg:linear,gbtree,0,0,0.1,0.7,4,2.5983029729392064
8,0.01,reg:linear,gbtree,0,0,0.1,0.8,4,2.621712470624525
8,0.01,reg:linear,gbtree,0,0,0.1,0.9,4,2.641054859702141
8,0.01,reg:linear,gbtree,0,0,0.1,1,4,2.675551264615836
8,0.01,reg:linear,gbtree,0,0,0.2,0.5,4,2.5803227599906267
8,0.01,reg:linear,gbtree,0,0,0.2,0.6,4,2.578004877383494
8,0.01,reg:linear,gbtree,0,0,0.2,0.7,4,2.5957934918455883
8,0.01,reg:linear,gbtree,0,0,0.2,0.8,4,2.6233243288126724
8,0.01,reg:linear,gbtree,0,0,0.2,0.9,4,2.6403141107934505
8,0.01,reg:linear,gbtree,0,0,0.2,1,4,2.693919133390667
8,0.01,reg:linear,gbtree,0,0,0.3,0.5,4,2.57981555765572
8,0.01,reg:linear,gbtree,0,0,0.3,0.6,4,2.5867508489989652
8,0.01,reg:linear,gbtree,0,0,0.3,0.7,4,2.586159265670467
8,0.01,reg:linear,gbtree,0,0,0.3,0.8,4,2.5977819678160876
8,0.01,reg:linear,gbtree,0,0,0.3,0.9,4,2.636017383257664
8,0.01,reg:linear,gbtree,0,0,0.3,1,4,2.666647123951341
8,0.01,reg:gamma,gbtree,0,0,0,0.5,4,2.5973016619726614
8,0.01,reg:gamma,gbtree,0,0,0,0.6,4,2.5821099663714353
8,0.01,reg:gamma,gbtree,0,0,0,0.7,4,2.613467062153824
8,0.01,reg:gamma,gbtree,0,0,0,0.8,4,2.5948511007791737
8,0.01,reg:gamma,gbtree,0,0,0,0.9,4,2.620491187974175
8,0.01,reg:gamma,gbtree,0,0,0,1,4,2.667912293138545
8,0.01,reg:gamma,gbtree,0,0,0.05,0.5,4,2.575488376121647
8,0.01,reg:gamma,gbtree,0,0,0.05,0.6,4,2.5877230537347207
8,0.01,reg:gamma,gbtree,0,0,0.05,0.7,4,2.6153283596313703
8,0.01,reg:gamma,gbtree,0,0,0.05,0.8,4,2.5961182439446517
8,0.01,reg:gamma,gbtree,0,0,0.05,0.9,4,2.6297458325464187
8,0.01,reg:gamma,gbtree,0,0,0.05,1,4,2.659138591089053
8,0.01,reg:gamma,gbtree,0,0,0.1,0.5,4,2.5719064536171055
8,0.01,reg:gamma,gbtree,0,0,0.1,0.6,4,2.5953376846335625
8,0.01,reg:gamma,gbtree,0,0,0.1,0.7,4,2.5981686816191387
8,0.01,reg:gamma,gbtree,0,0,0.1,0.8,4,2.599894927989541
8,0.01,reg:gamma,gbtree,0,0,0.1,0.9,4,2.6119987315151447
8,0.01,reg:gamma,gbtree,0,0,0.1,1,4,2.6724915213477036
8,0.01,reg:gamma,gbtree,0,0,0.2,0.5,4,2.5630430336433303
8,0.01,reg:gamma,gbtree,0,0,0.2,0.6,4,2.581302340405257
8,0.01,reg:gamma,gbtree,0,0,0.2,0.7,4,2.5853470487256334
8,0.01,reg:gamma,gbtree,0,0,0.2,0.8,4,2.5902085785043045
8,0.01,reg:gamma,gbtree,0,0,0.2,0.9,4,2.5806681062979506
8,0.01,reg:gamma,gbtree,0,0,0.2,1,4,2.6401688322840093
8,0.01,reg:gamma,gbtree,0,0,0.3,0.5,4,2.578937096473046
8,0.01,reg:gamma,gbtree,0,0,0.3,0.6,4,2.5661042233635367
8,0.01,reg:gamma,gbtree,0,0,0.3,0.7,4,2.579692226053573
8,0.01,reg:gamma,gbtree,0,0,0.3,0.8,4,2.576800933303516
8,0.01,reg:gamma,gbtree,0,0,0.3,0.9,4,2.5909289003107374
8,0.01,reg:gamma,gbtree,0,0,0.3,1,4,2.6136513217038586
8,0.05,reg:linear,gbtree,0,0,0,0.5,4,2.8858611332968818
8,0.05,reg:linear,gbtree,0,0,0,0.6,4,2.611791036502099
8,0.05,reg:linear,gbtree,0,0,0,0.7,4,2.6581332609813533
8,0.05,reg:linear,gbtree,0,0,0,0.8,4,2.662120231709443
8,0.05,reg:linear,gbtree,0,0,0,0.9,4,2.6685347197412708
8,0.05,reg:linear,gbtree,0,0,0,1,4,2.716220330726925
8,0.05,reg:linear,gbtree,0,0,0.05,0.5,4,2.592512614803703
8,0.05,reg:linear,gbtree,0,0,0.05,0.6,4,2.6293193067699154
8,0.05,reg:linear,gbtree,0,0,0.05,0.7,4,2.6553027554450237
8,0.05,reg:linear,gbtree,0,0,0.05,0.8,4,2.6427417128643893
8,0.05,reg:linear,gbtree,0,0,0.05,0.9,4,2.656676806644979
8,0.05,reg:linear,gbtree,0,0,0.05,1,4,2.698554130667959
8,0.05,reg:linear,gbtree,0,0,0.1,0.5,4,2.6206427917134945
8,0.05,reg:linear,gbtree,0,0,0.1,0.6,4,2.5916330388456688
8,0.05,reg:linear,gbtree,0,0,0.1,0.7,4,2.674230542258089
8,0.05,reg:linear,gbtree,0,0,0.1,0.8,4,2.6381018366828384
8,0.05,reg:linear,gbtree,0,0,0.1,0.9,4,2.6442672607501914
8,0.05,reg:linear,gbtree,0,0,0.1,1,4,2.7082997242889006
8,0.05,reg:linear,gbtree,0,0,0.2,0.5,4,2.62447759182334
8,0.05,reg:linear,gbtree,0,0,0.2,0.6,4,2.603953793828149
8,0.05,reg:linear,gbtree,0,0,0.2,0.7,4,2.620404054895693
8,0.05,reg:linear,gbtree,0,0,0.2,0.8,4,2.6467212862079728
8,0.05,reg:linear,gbtree,0,0,0.2,0.9,4,2.6662746028044646
8,0.05,reg:linear,gbtree,0,0,0.2,1,4,2.6955312268603486
8,0.05,reg:linear,gbtree,0,0,0.3,0.5,4,2.600913299358787
8,0.05,reg:linear,gbtree,0,0,0.3,0.6,4,2.577080616120795
8,0.05,reg:linear,gbtree,0,0,0.3,0.7,4,2.611514689004255
8,0.05,reg:linear,gbtree,0,0,0.3,0.8,4,2.6380859343658503
8,0.05,reg:linear,gbtree,0,0,0.3,0.9,4,2.66330455300587
8,0.05,reg:linear,gbtree,0,0,0.3,1,4,2.7148820110043808
8,0.05,reg:gamma,gbtree,0,0,0,0.5,4,2.8365808560164174
8,0.05,reg:gamma,gbtree,0,0,0,0.6,4,2.756391834312832
8,0.05,reg:gamma,gbtree,0,0,0,0.7,4,2.756699672636459
8,0.05,reg:gamma,gbtree,0,0,0,0.8,4,2.7283592884004384
8,0.05,reg:gamma,gbtree,0,0,0,0.9,4,2.7667857828638693
8,0.05,reg:gamma,gbtree,0,0,0,1,4,2.7599903087180637
8,0.05,reg:gamma,gbtree,0,0,0.05,0.5,4,2.8469235340648797
8,0.05,reg:gamma,gbtree,0,0,0.05,0.6,4,2.795866493719983
8,0.05,reg:gamma,gbtree,0,0,0.05,0.7,4,2.7892207811778897
8,0.05,reg:gamma,gbtree,0,0,0.05,0.8,4,2.7748424506592126
8,0.05,reg:gamma,gbtree,0,0,0.05,0.9,4,2.7758454872766274
8,0.05,reg:gamma,gbtree,0,0,0.05,1,4,2.8224125650145653
8,0.05,reg:gamma,gbtree,0,0,0.1,0.5,4,2.79286116699105
8,0.05,reg:gamma,gbtree,0,0,0.1,0.6,4,2.808589061283194
8,0.05,reg:gamma,gbtree,0,0,0.1,0.7,4,2.79710392665704
8,0.05,reg:gamma,gbtree,0,0,0.1,0.8,4,2.7423820594266153
8,0.05,reg:gamma,gbtree,0,0,0.1,0.9,4,2.7699373664921048
8,0.05,reg:gamma,gbtree,0,0,0.1,1,4,2.76138082545445
8,0.05,reg:gamma,gbtree,0,0,0.2,0.5,4,2.801311976171061
8,0.05,reg:gamma,gbtree,0,0,0.2,0.6,4,2.7941445748958573
8,0.05,reg:gamma,gbtree,0,0,0.2,0.7,4,2.7190120417323045
8,0.05,reg:gamma,gbtree,0,0,0.2,0.8,4,2.7637813113135197
8,0.05,reg:gamma,gbtree,0,0,0.2,0.9,4,2.71226149939125
8,0.05,reg:gamma,gbtree,0,0,0.2,1,4,2.792468366362627
8,0.05,reg:gamma,gbtree,0,0,0.3,0.5,4,2.8394125347695818
8,0.05,reg:gamma,gbtree,0,0,0.3,0.6,4,2.781155252433109
8,0.05,reg:gamma,gbtree,0,0,0.3,0.7,4,2.732826618386716
8,0.05,reg:gamma,gbtree,0,0,0.3,0.8,4,2.7658447116759346
8,0.05,reg:gamma,gbtree,0,0,0.3,0.9,4,2.760639308551156
8,0.05,reg:gamma,gbtree,0,0,0.3,1,4,2.778779706041073
8,0.1,reg:linear,gbtree,0,0,0,0.5,4,2.730170950560414
8,0.1,reg:linear,gbtree,0,0,0,0.6,4,2.7535823391568957
8,0.1,reg:linear,gbtree,0,0,0,0.7,4,2.713362434008155
8,0.1,reg:linear,gbtree,0,0,0,0.8,4,2.697257055759962
8,0.1,reg:linear,gbtree,0,0,0,0.9,4,2.7154276192946947
8,0.1,reg:linear,gbtree,0,0,0,1,4,2.742802048704024
8,0.1,reg:linear,gbtree,0,0,0.05,0.5,4,2.672807217084626
8,0.1,reg:linear,gbtree,0,0,0.05,0.6,4,2.6677329544868935
8,0.1,reg:linear,gbtree,0,0,0.05,0.7,4,2.7157811395771776
8,0.1,reg:linear,gbtree,0,0,0.05,0.8,4,2.674275322348735
8,0.1,reg:linear,gbtree,0,0,0.05,0.9,4,2.7038720486226233
8,0.1,reg:linear,gbtree,0,0,0.05,1,4,2.7449561009941177
8,0.1,reg:linear,gbtree,0,0,0.1,0.5,4,2.6449848812885395
8,0.1,reg:linear,gbtree,0,0,0.1,0.6,4,2.730182571256009
8,0.1,reg:linear,gbtree,0,0,0.1,0.7,4,2.7531307121424473
8,0.1,reg:linear,gbtree,0,0,0.1,0.8,4,2.705424791486216
8,0.1,reg:linear,gbtree,0,0,0.1,0.9,4,2.6719157644850657
8,0.1,reg:linear,gbtree,0,0,0.1,1,4,2.7374663327347504
8,0.1,reg:linear,gbtree,0,0,0.2,0.5,4,2.673188899250961
8,0.1,reg:linear,gbtree,0,0,0.2,0.6,4,2.66829130831668
8,0.1,reg:linear,gbtree,0,0,0.2,0.7,4,2.6684707151390517
8,0.1,reg:linear,gbtree,0,0,0.2,0.8,4,2.711613055170663
8,0.1,reg:linear,gbtree,0,0,0.2,0.9,4,2.7061392903823864
8,0.1,reg:linear,gbtree,0,0,0.2,1,4,2.7243364758639737
8,0.1,reg:linear,gbtree,0,0,0.3,0.5,4,2.7128416589006803
8,0.1,reg:linear,gbtree,0,0,0.3,0.6,4,2.660914021760694
8,0.1,reg:linear,gbtree,0,0,0.3,0.7,4,2.6756806774000825
8,0.1,reg:linear,gbtree,0,0,0.3,0.8,4,2.713981108004907
8,0.1,reg:linear,gbtree,0,0,0.3,0.9,4,2.6796942194574003
8,0.1,reg:linear,gbtree,0,0,0.3,1,4,2.7096475613113293
8,0.1,reg:gamma,gbtree,0,0,0,0.5,4,2.9023675453797253
8,0.1,reg:gamma,gbtree,0,0,0,0.6,4,2.9103635214825565
8,0.1,reg:gamma,gbtree,0,0,0,0.7,4,2.8850431350230177
8,0.1,reg:gamma,gbtree,0,0,0,0.8,4,2.830409932979707
8,0.1,reg:gamma,gbtree,0,0,0,0.9,4,2.8226074596937756
8,0.1,reg:gamma,gbtree,0,0,0,1,4,2.8505057774696367
8,0.1,reg:gamma,gbtree,0,0,0.05,0.5,4,3.0282993904310684
8,0.1,reg:gamma,gbtree,0,0,0.05,0.6,4,2.7860018608302664
8,0.1,reg:gamma,gbtree,0,0,0.05,0.7,4,2.8232343896009997
8,0.1,reg:gamma,gbtree,0,0,0.05,0.8,4,2.7869407594723605
8,0.1,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8441972105339346
8,0.1,reg:gamma,gbtree,0,0,0.05,1,4,2.811201689647189
8,0.1,reg:gamma,gbtree,0,0,0.1,0.5,4,2.9039674015315615
8,0.1,reg:gamma,gbtree,0,0,0.1,0.6,4,2.920255215983469
8,0.1,reg:gamma,gbtree,0,0,0.1,0.7,4,2.8404335564238714
8,0.1,reg:gamma,gbtree,0,0,0.1,0.8,4,2.802331578718404
8,0.1,reg:gamma,gbtree,0,0,0.1,0.9,4,2.8588047663018896
8,0.1,reg:gamma,gbtree,0,0,0.1,1,4,2.8586506611241647
8,0.1,reg:gamma,gbtree,0,0,0.2,0.5,4,2.897328142243662
8,0.1,reg:gamma,gbtree,0,0,0.2,0.6,4,2.8120133443255004
8,0.1,reg:gamma,gbtree,0,0,0.2,0.7,4,2.8993931672399857
8,0.1,reg:gamma,gbtree,0,0,0.2,0.8,4,2.827644466986066
8,0.1,reg:gamma,gbtree,0,0,0.2,0.9,4,2.8521741166018812
8,0.1,reg:gamma,gbtree,0,0,0.2,1,4,2.764150735023318
8,0.1,reg:gamma,gbtree,0,0,0.3,0.5,4,2.922601857433863
8,0.1,reg:gamma,gbtree,0,0,0.3,0.6,4,2.873355848739871
8,0.1,reg:gamma,gbtree,0,0,0.3,0.7,4,2.801589130903835
8,0.1,reg:gamma,gbtree,0,0,0.3,0.8,4,2.9040087977537796
8,0.1,reg:gamma,gbtree,0,0,0.3,0.9,4,2.7861255611383426
8,0.1,reg:gamma,gbtree,0,0,0.3,1,4,2.7465319326665414
8,0.2,reg:linear,gbtree,0,0,0,0.5,4,2.7279624252304697
8,0.2,reg:linear,gbtree,0,0,0,0.6,4,2.716034300612306
8,0.2,reg:linear,gbtree,0,0,0,0.7,4,2.8146244748721276
8,0.2,reg:linear,gbtree,0,0,0,0.8,4,2.796782542547944
8,0.2,reg:linear,gbtree,0,0,0,0.9,4,2.7214513158953144
8,0.2,reg:linear,gbtree,0,0,0,1,4,2.750652101256193
8,0.2,reg:linear,gbtree,0,0,0.05,0.5,4,2.8643110402152034
8,0.2,reg:linear,gbtree,0,0,0.05,0.6,4,2.7848819313545063
8,0.2,reg:linear,gbtree,0,0,0.05,0.7,4,2.7909233471034085
8,0.2,reg:linear,gbtree,0,0,0.05,0.8,4,2.7504006340543787
8,0.2,reg:linear,gbtree,0,0,0.05,0.9,4,2.765773357957135
8,0.2,reg:linear,gbtree,0,0,0.05,1,4,2.798196093481541
8,0.2,reg:linear,gbtree,0,0,0.1,0.5,4,2.746441750141712
8,0.2,reg:linear,gbtree,0,0,0.1,0.6,4,2.738060230511553
8,0.2,reg:linear,gbtree,0,0,0.1,0.7,4,2.7540830500150206
8,0.2,reg:linear,gbtree,0,0,0.1,0.8,4,2.7412408734606353
8,0.2,reg:linear,gbtree,0,0,0.1,0.9,4,2.7770738706004257
8,0.2,reg:linear,gbtree,0,0,0.1,1,4,2.8133531217612844
8,0.2,reg:linear,gbtree,0,0,0.2,0.5,4,2.770480690489024
8,0.2,reg:linear,gbtree,0,0,0.2,0.6,4,2.7465521733322538
8,0.2,reg:linear,gbtree,0,0,0.2,0.7,4,2.7871072421114698
8,0.2,reg:linear,gbtree,0,0,0.2,0.8,4,2.7225899960139133
8,0.2,reg:linear,gbtree,0,0,0.2,0.9,4,2.819762662667471
8,0.2,reg:linear,gbtree,0,0,0.2,1,4,2.7440639027122335
8,0.2,reg:linear,gbtree,0,0,0.3,0.5,4,2.7391104288291372
8,0.2,reg:linear,gbtree,0,0,0.3,0.6,4,2.764713200034069
8,0.2,reg:linear,gbtree,0,0,0.3,0.7,4,2.810883418828095
8,0.2,reg:linear,gbtree,0,0,0.3,0.8,4,2.6898739387296886
8,0.2,reg:linear,gbtree,0,0,0.3,0.9,4,2.7392012054739405
8,0.2,reg:linear,gbtree,0,0,0.3,1,4,2.7351208220310546
8,0.2,reg:gamma,gbtree,0,0,0,0.5,4,3.449588734372532
8,0.2,reg:gamma,gbtree,0,0,0,0.6,4,3.087301343062485
8,0.2,reg:gamma,gbtree,0,0,0,0.7,4,3.004843342365312
8,0.2,reg:gamma,gbtree,0,0,0,0.8,4,2.9880879035427523
8,0.2,reg:gamma,gbtree,0,0,0,0.9,4,2.8897636180510538
8,0.2,reg:gamma,gbtree,0,0,0,1,4,2.8944653191302216
8,0.2,reg:gamma,gbtree,0,0,0.05,0.5,4,3.38514705274445
8,0.2,reg:gamma,gbtree,0,0,0.05,0.6,4,3.124771317584497
8,0.2,reg:gamma,gbtree,0,0,0.05,0.7,4,2.954951766839397
8,0.2,reg:gamma,gbtree,0,0,0.05,0.8,4,2.9743871359063907
8,0.2,reg:gamma,gbtree,0,0,0.05,0.9,4,2.825471836782056
8,0.2,reg:gamma,gbtree,0,0,0.05,1,4,2.881674272199875
8,0.2,reg:gamma,gbtree,0,0,0.1,0.5,4,3.216762485139435
8,0.2,reg:gamma,gbtree,0,0,0.1,0.6,4,2.992556068664849
8,0.2,reg:gamma,gbtree,0,0,0.1,0.7,4,3.010953352840724
8,0.2,reg:gamma,gbtree,0,0,0.1,0.8,4,2.9406559500306315
8,0.2,reg:gamma,gbtree,0,0,0.1,0.9,4,2.9147599638554134
8,0.2,reg:gamma,gbtree,0,0,0.1,1,4,2.8157663316527284
8,0.2,reg:gamma,gbtree,0,0,0.2,0.5,4,2.9986277424824133
8,0.2,reg:gamma,gbtree,0,0,0.2,0.6,4,3.076531158784908
8,0.2,reg:gamma,gbtree,0,0,0.2,0.7,4,3.07330091319619
8,0.2,reg:gamma,gbtree,0,0,0.2,0.8,4,2.9791872107446187
8,0.2,reg:gamma,gbtree,0,0,0.2,0.9,4,2.882609415435261
8,0.2,reg:gamma,gbtree,0,0,0.2,1,4,2.831207532834655
8,0.2,reg:gamma,gbtree,0,0,0.3,0.5,4,3.0625795571360594
8,0.2,reg:gamma,gbtree,0,0,0.3,0.6,4,3.0836870544493222
8,0.2,reg:gamma,gbtree,0,0,0.3,0.7,4,2.9419204518308697
8,0.2,reg:gamma,gbtree,0,0,0.3,0.8,4,2.911241507519577
8,0.2,reg:gamma,gbtree,0,0,0.3,0.9,4,2.855650360889014
8,0.2,reg:gamma,gbtree,0,0,0.3,1,4,2.7854494502198053
8,0.3,reg:linear,gbtree,0,0,0,0.5,4,2.9353450742822766
8,0.3,reg:linear,gbtree,0,0,0,0.6,4,2.9066699059735583
8,0.3,reg:linear,gbtree,0,0,0,0.7,4,2.8942255083025117
8,0.3,reg:linear,gbtree,0,0,0,0.8,4,2.816334572852663
8,0.3,reg:linear,gbtree,0,0,0,0.9,4,2.856271879686249
8,0.3,reg:linear,gbtree,0,0,0,1,4,2.808020115530963
8,0.3,reg:linear,gbtree,0,0,0.05,0.5,4,2.8943881930521034
8,0.3,reg:linear,gbtree,0,0,0.05,0.6,4,2.892350994123001
8,0.3,reg:linear,gbtree,0,0,0.05,0.7,4,2.9816080991796965
8,0.3,reg:linear,gbtree,0,0,0.05,0.8,4,2.805137123374909
8,0.3,reg:linear,gbtree,0,0,0.05,0.9,4,2.8125592440851914
8,0.3,reg:linear,gbtree,0,0,0.05,1,4,2.8246032384182187
8,0.3,reg:linear,gbtree,0,0,0.1,0.5,4,2.8512622467662645
8,0.3,reg:linear,gbtree,0,0,0.1,0.6,4,2.93025419705951
8,0.3,reg:linear,gbtree,0,0,0.1,0.7,4,2.79606151864211
8,0.3,reg:linear,gbtree,0,0,0.1,0.8,4,2.900429161037617
8,0.3,reg:linear,gbtree,0,0,0.1,0.9,4,2.8472296214381183
8,0.3,reg:linear,gbtree,0,0,0.1,1,4,2.8799833346858614
8,0.3,reg:linear,gbtree,0,0,0.2,0.5,4,2.866618158332964
8,0.3,reg:linear,gbtree,0,0,0.2,0.6,4,2.8554704550831493
8,0.3,reg:linear,gbtree,0,0,0.2,0.7,4,2.7916167367398255
8,0.3,reg:linear,gbtree,0,0,0.2,0.8,4,2.9074118711669503
8,0.3,reg:linear,gbtree,0,0,0.2,0.9,4,2.756984443354729
8,0.3,reg:linear,gbtree,0,0,0.2,1,4,2.8517442624254326
8,0.3,reg:linear,gbtree,0,0,0.3,0.5,4,2.912466259884068
8,0.3,reg:linear,gbtree,0,0,0.3,0.6,4,2.947313468219624
8,0.3,reg:linear,gbtree,0,0,0.3,0.7,4,2.8628181089450653
8,0.3,reg:linear,gbtree,0,0,0.3,0.8,4,2.9036099190269336
8,0.3,reg:linear,gbtree,0,0,0.3,0.9,4,2.79753922430494
8,0.3,reg:linear,gbtree,0,0,0.3,1,4,2.7605999905474565
8,0.3,reg:gamma,gbtree,0,0,0,0.5,4,3.8453210547462278
8,0.3,reg:gamma,gbtree,0,0,0,0.6,4,3.2311162940663216
8,0.3,reg:gamma,gbtree,0,0,0,0.7,4,3.2503769424088613
8,0.3,reg:gamma,gbtree,0,0,0,0.8,4,3.0459277305588706
8,0.3,reg:gamma,gbtree,0,0,0,0.9,4,2.9365423169520826
8,0.3,reg:gamma,gbtree,0,0,0,1,4,2.891382124229197
8,0.3,reg:gamma,gbtree,0,0,0.05,0.5,4,3.57551522232186
8,0.3,reg:gamma,gbtree,0,0,0.05,0.6,4,3.7107319836222032
8,0.3,reg:gamma,gbtree,0,0,0.05,0.7,4,3.315403070863313
8,0.3,reg:gamma,gbtree,0,0,0.05,0.8,4,3.1242842245238758
8,0.3,reg:gamma,gbtree,0,0,0.05,0.9,4,2.9735490572043175
8,0.3,reg:gamma,gbtree,0,0,0.05,1,4,2.8765370632975755
8,0.3,reg:gamma,gbtree,0,0,0.1,0.5,4,3.514902325641886
