max_depth, eta, objective, booster, gamma, reg_alpha, reg_lambda, subsample, nthread
9,0.3,reg:gamma,gbtree,0,0,0.05,0.7,4,3.065851173069044
9,0.3,reg:gamma,gbtree,0,0,0.05,0.8,4,2.9963818934257107
9,0.3,reg:gamma,gbtree,0,0,0.05,0.9,4,2.902029605095414
9,0.3,reg:gamma,gbtree,0,0,0.05,1,4,2.897251145803005
9,0.3,reg:gamma,gbtree,0,0,0.1,0.5,4,3.7475732366167027
9,0.3,reg:gamma,gbtree,0,0,0.1,0.6,4,3.22096097897909
9,0.3,reg:gamma,gbtree,0,0,0.1,0.7,4,3.149979935425949
9,0.3,reg:gamma,gbtree,0,0,0.1,0.8,4,3.077181496682861
9,0.3,reg:gamma,gbtree,0,0,0.1,0.9,4,3.0047916676475213
9,0.3,reg:gamma,gbtree,0,0,0.1,1,4,2.903439352470095
9,0.3,reg:gamma,gbtree,0,0,0.2,0.5,4,3.4262896359654436
9,0.3,reg:gamma,gbtree,0,0,0.2,0.6,4,3.1896105748835866
9,0.3,reg:gamma,gbtree,0,0,0.2,0.7,4,3.1272197810357336
9,0.3,reg:gamma,gbtree,0,0,0.2,0.8,4,3.042528514055917
9,0.3,reg:gamma,gbtree,0,0,0.2,0.9,4,2.958631379482029
9,0.3,reg:gamma,gbtree,0,0,0.2,1,4,2.933743897042863
9,0.3,reg:gamma,gbtree,0,0,0.3,0.5,4,3.2781858486288002
9,0.3,reg:gamma,gbtree,0,0,0.3,0.6,4,3.0507331639315383
9,0.3,reg:gamma,gbtree,0,0,0.3,0.7,4,3.123745000220904
9,0.3,reg:gamma,gbtree,0,0,0.3,0.8,4,3.0308536042944407
9,0.3,reg:gamma,gbtree,0,0,0.3,0.9,4,2.8305579222691257
9,0.3,reg:gamma,gbtree,0,0,0.3,1,4,2.937441340806409
10,0.001,reg:linear,gbtree,0,0,0,0.5,4,2.704625792726971
10,0.001,reg:linear,gbtree,0,0,0,0.6,4,2.7113173341488044
10,0.001,reg:linear,gbtree,0,0,0,0.7,4,2.728443506785178
10,0.001,reg:linear,gbtree,0,0,0,0.8,4,2.7421634716488903
10,0.001,reg:linear,gbtree,0,0,0,0.9,4,2.768056233849945
10,0.001,reg:linear,gbtree,0,0,0,1,4,2.834701141831115
10,0.001,reg:linear,gbtree,0,0,0.05,0.5,4,2.718187786482752
10,0.001,reg:linear,gbtree,0,0,0.05,0.6,4,2.7196826178045908
10,0.001,reg:linear,gbtree,0,0,0.05,0.7,4,2.7345863959680883
10,0.001,reg:linear,gbtree,0,0,0.05,0.8,4,2.748232097734868
10,0.001,reg:linear,gbtree,0,0,0.05,0.9,4,2.770406629649959
10,0.001,reg:linear,gbtree,0,0,0.05,1,4,2.8400105825926683
10,0.001,reg:linear,gbtree,0,0,0.1,0.5,4,2.7282988403083532
10,0.001,reg:linear,gbtree,0,0,0.1,0.6,4,2.7308509178848763
10,0.001,reg:linear,gbtree,0,0,0.1,0.7,4,2.7425275127229343
10,0.001,reg:linear,gbtree,0,0,0.1,0.8,4,2.755069085473022
10,0.001,reg:linear,gbtree,0,0,0.1,0.9,4,2.770943431896033
10,0.001,reg:linear,gbtree,0,0,0.1,1,4,2.8306367909587045
10,0.001,reg:linear,gbtree,0,0,0.2,0.5,4,2.7481400284142543
10,0.001,reg:linear,gbtree,0,0,0.2,0.6,4,2.748957691336593
10,0.001,reg:linear,gbtree,0,0,0.2,0.7,4,2.7583352199523183
10,0.001,reg:linear,gbtree,0,0,0.2,0.8,4,2.7679762855103047
10,0.001,reg:linear,gbtree,0,0,0.2,0.9,4,2.778902465718916
10,0.001,reg:linear,gbtree,0,0,0.2,1,4,2.8362028458706128
10,0.001,reg:linear,gbtree,0,0,0.3,0.5,4,2.762679928937092
10,0.001,reg:linear,gbtree,0,0,0.3,0.6,4,2.7648545052986617
10,0.001,reg:linear,gbtree,0,0,0.3,0.7,4,2.774664572749044
10,0.001,reg:linear,gbtree,0,0,0.3,0.8,4,2.7789193366671108
10,0.001,reg:linear,gbtree,0,0,0.3,0.9,4,2.7857873206509023
10,0.001,reg:linear,gbtree,0,0,0.3,1,4,2.8275452495831317
10,0.001,reg:gamma,gbtree,0,0,0,0.5,4,5.002843521415988
10,0.001,reg:gamma,gbtree,0,0,0,0.6,4,4.999394711590078
10,0.001,reg:gamma,gbtree,0,0,0,0.7,4,4.995749283408914
10,0.001,reg:gamma,gbtree,0,0,0,0.8,4,4.992940041299463
10,0.001,reg:gamma,gbtree,0,0,0,0.9,4,4.989981122855565
10,0.001,reg:gamma,gbtree,0,0,0,1,4,4.985610256309293
10,0.001,reg:gamma,gbtree,0,0,0.05,0.5,4,5.002376202669056
10,0.001,reg:gamma,gbtree,0,0,0.05,0.6,4,4.998967353425734
10,0.001,reg:gamma,gbtree,0,0,0.05,0.7,4,4.99536224901555
10,0.001,reg:gamma,gbtree,0,0,0.05,0.8,4,4.992754229798591
10,0.001,reg:gamma,gbtree,0,0,0.05,0.9,4,4.989588398351261
10,0.001,reg:gamma,gbtree,0,0,0.05,1,4,4.984737324262603
10,0.001,reg:gamma,gbtree,0,0,0.1,0.5,4,5.001262639863348
10,0.001,reg:gamma,gbtree,0,0,0.1,0.6,4,4.998093785776636
10,0.001,reg:gamma,gbtree,0,0,0.1,0.7,4,4.994425486962637
10,0.001,reg:gamma,gbtree,0,0,0.1,0.8,4,4.991729963984588
10,0.001,reg:gamma,gbtree,0,0,0.1,0.9,4,4.988652441203629
10,0.001,reg:gamma,gbtree,0,0,0.1,1,4,4.9838719176401876
10,0.001,reg:gamma,gbtree,0,0,0.2,0.5,4,4.99855299469185
10,0.001,reg:gamma,gbtree,0,0,0.2,0.6,4,4.995624854448217
10,0.001,reg:gamma,gbtree,0,0,0.2,0.7,4,4.992151148789325
10,0.001,reg:gamma,gbtree,0,0,0.2,0.8,4,4.989760430889296
10,0.001,reg:gamma,gbtree,0,0,0.2,0.9,4,4.986627613028849
10,0.001,reg:gamma,gbtree,0,0,0.2,1,4,4.982898043656205
10,0.001,reg:gamma,gbtree,0,0,0.3,0.5,4,4.996659502843253
10,0.001,reg:gamma,gbtree,0,0,0.3,0.6,4,4.993713799464322
10,0.001,reg:gamma,gbtree,0,0,0.3,0.7,4,4.990720617596668
10,0.001,reg:gamma,gbtree,0,0,0.3,0.8,4,4.9882066075235745
10,0.001,reg:gamma,gbtree,0,0,0.3,0.9,4,4.9851492162222435
10,0.001,reg:gamma,gbtree,0,0,0.3,1,4,4.981822867759268
10,0.01,reg:linear,gbtree,0,0,0,0.5,4,2.578333780190087
10,0.01,reg:linear,gbtree,0,0,0,0.6,4,2.5877100000972244
10,0.01,reg:linear,gbtree,0,0,0,0.7,4,2.6134521899502605
10,0.01,reg:linear,gbtree,0,0,0,0.8,4,2.641075409547783
10,0.01,reg:linear,gbtree,0,0,0,0.9,4,2.6503453173794242
10,0.01,reg:linear,gbtree,0,0,0,1,4,2.737192810512244
10,0.01,reg:linear,gbtree,0,0,0.05,0.5,4,2.5839418399287823
10,0.01,reg:linear,gbtree,0,0,0.05,0.6,4,2.592367957369946
10,0.01,reg:linear,gbtree,0,0,0.05,0.7,4,2.622710361049693
10,0.01,reg:linear,gbtree,0,0,0.05,0.8,4,2.6407222592714454
10,0.01,reg:linear,gbtree,0,0,0.05,0.9,4,2.658599722715113
10,0.01,reg:linear,gbtree,0,0,0.05,1,4,2.7292664474126744
10,0.01,reg:linear,gbtree,0,0,0.1,0.5,4,2.5768268249926107
10,0.01,reg:linear,gbtree,0,0,0.1,0.6,4,2.5840892933126525
10,0.01,reg:linear,gbtree,0,0,0.1,0.7,4,2.613050258147946
10,0.01,reg:linear,gbtree,0,0,0.1,0.8,4,2.642946702904945
10,0.01,reg:linear,gbtree,0,0,0.1,0.9,4,2.65172213599651
10,0.01,reg:linear,gbtree,0,0,0.1,1,4,2.7263890098926833
10,0.01,reg:linear,gbtree,0,0,0.2,0.5,4,2.584057412112513
10,0.01,reg:linear,gbtree,0,0,0.2,0.6,4,2.5914415044368804
10,0.01,reg:linear,gbtree,0,0,0.2,0.7,4,2.6016052059991166
10,0.01,reg:linear,gbtree,0,0,0.2,0.8,4,2.6261674764843246
10,0.01,reg:linear,gbtree,0,0,0.2,0.9,4,2.6510262225101937
10,0.01,reg:linear,gbtree,0,0,0.2,1,4,2.741275560131271
10,0.01,reg:linear,gbtree,0,0,0.3,0.5,4,2.5789645552276346
10,0.01,reg:linear,gbtree,0,0,0.3,0.6,4,2.5837202334223073
10,0.01,reg:linear,gbtree,0,0,0.3,0.7,4,2.6058657083670425
10,0.01,reg:linear,gbtree,0,0,0.3,0.8,4,2.6236271429328024
10,0.01,reg:linear,gbtree,0,0,0.3,0.9,4,2.64196277353453
10,0.01,reg:linear,gbtree,0,0,0.3,1,4,2.73337091169445
10,0.01,reg:gamma,gbtree,0,0,0,0.5,4,2.6758160550738075
10,0.01,reg:gamma,gbtree,0,0,0,0.6,4,2.6610755442645484
10,0.01,reg:gamma,gbtree,0,0,0,0.7,4,2.697194748496236
10,0.01,reg:gamma,gbtree,0,0,0,0.8,4,2.6707327660773306
10,0.01,reg:gamma,gbtree,0,0,0,0.9,4,2.6917338724765476
10,0.01,reg:gamma,gbtree,0,0,0,1,4,2.7400827145731252
10,0.01,reg:gamma,gbtree,0,0,0.05,0.5,4,2.6623854694437403
10,0.01,reg:gamma,gbtree,0,0,0.05,0.6,4,2.67025608248345
10,0.01,reg:gamma,gbtree,0,0,0.05,0.7,4,2.688484930858033
10,0.01,reg:gamma,gbtree,0,0,0.05,0.8,4,2.6539663136547094
10,0.01,reg:gamma,gbtree,0,0,0.05,0.9,4,2.676697426189102
10,0.01,reg:gamma,gbtree,0,0,0.05,1,4,2.7200259910419526
10,0.01,reg:gamma,gbtree,0,0,0.1,0.5,4,2.6492457383992623
10,0.01,reg:gamma,gbtree,0,0,0.1,0.6,4,2.6682624687069896
10,0.01,reg:gamma,gbtree,0,0,0.1,0.7,4,2.675271363733983
10,0.01,reg:gamma,gbtree,0,0,0.1,0.8,4,2.668397009876601
10,0.01,reg:gamma,gbtree,0,0,0.1,0.9,4,2.68198088124987
10,0.01,reg:gamma,gbtree,0,0,0.1,1,4,2.739631464591511
10,0.01,reg:gamma,gbtree,0,0,0.2,0.5,4,2.621929579172411
10,0.01,reg:gamma,gbtree,0,0,0.2,0.6,4,2.644545689061316
10,0.01,reg:gamma,gbtree,0,0,0.2,0.7,4,2.6784284617087057
10,0.01,reg:gamma,gbtree,0,0,0.2,0.8,4,2.655176868850839
10,0.01,reg:gamma,gbtree,0,0,0.2,0.9,4,2.6725571231326444
10,0.01,reg:gamma,gbtree,0,0,0.2,1,4,2.70230463638839
10,0.01,reg:gamma,gbtree,0,0,0.3,0.5,4,2.6162475537864656
10,0.01,reg:gamma,gbtree,0,0,0.3,0.6,4,2.6271043321031398
10,0.01,reg:gamma,gbtree,0,0,0.3,0.7,4,2.662528434214601
10,0.01,reg:gamma,gbtree,0,0,0.3,0.8,4,2.6501708512485602
10,0.01,reg:gamma,gbtree,0,0,0.3,0.9,4,2.652937350408509
10,0.01,reg:gamma,gbtree,0,0,0.3,1,4,2.7195276940025304
10,0.05,reg:linear,gbtree,0,0,0,0.5,4,2.700157381733319
10,0.05,reg:linear,gbtree,0,0,0,0.6,4,2.612994170622034
10,0.05,reg:linear,gbtree,0,0,0,0.7,4,2.6835376754337767
10,0.05,reg:linear,gbtree,0,0,0,0.8,4,2.668541963123998
10,0.05,reg:linear,gbtree,0,0,0,0.9,4,2.682363958417372
10,0.05,reg:linear,gbtree,0,0,0,1,4,2.785509379922013
10,0.05,reg:linear,gbtree,0,0,0.05,0.5,4,2.624111489661555
10,0.05,reg:linear,gbtree,0,0,0.05,0.6,4,2.584284371222222
10,0.05,reg:linear,gbtree,0,0,0.05,0.7,4,2.6607847882297997
10,0.05,reg:linear,gbtree,0,0,0.05,0.8,4,2.640449732068941
10,0.05,reg:linear,gbtree,0,0,0.05,0.9,4,2.6815130811089243
10,0.05,reg:linear,gbtree,0,0,0.05,1,4,2.7602847982241365
10,0.05,reg:linear,gbtree,0,0,0.1,0.5,4,2.659347602955201
10,0.05,reg:linear,gbtree,0,0,0.1,0.6,4,2.605519633640619
10,0.05,reg:linear,gbtree,0,0,0.1,0.7,4,2.6589754487611392
10,0.05,reg:linear,gbtree,0,0,0.1,0.8,4,2.6581827561103366
10,0.05,reg:linear,gbtree,0,0,0.1,0.9,4,2.6486388018426403
10,0.05,reg:linear,gbtree,0,0,0.1,1,4,2.75363626268731
10,0.05,reg:linear,gbtree,0,0,0.2,0.5,4,2.6375328360418595
10,0.05,reg:linear,gbtree,0,0,0.2,0.6,4,2.5991773888918246
10,0.05,reg:linear,gbtree,0,0,0.2,0.7,4,2.639016217376334
10,0.05,reg:linear,gbtree,0,0,0.2,0.8,4,2.677374524068049
10,0.05,reg:linear,gbtree,0,0,0.2,0.9,4,2.664104273637305
10,0.05,reg:linear,gbtree,0,0,0.2,1,4,2.7210722139048866
10,0.05,reg:linear,gbtree,0,0,0.3,0.5,4,2.6257141875100576
10,0.05,reg:linear,gbtree,0,0,0.3,0.6,4,2.559654106278187
10,0.05,reg:linear,gbtree,0,0,0.3,0.7,4,2.6341526860195104
10,0.05,reg:linear,gbtree,0,0,0.3,0.8,4,2.652368131701714
10,0.05,reg:linear,gbtree,0,0,0.3,0.9,4,2.69845339287011
10,0.05,reg:linear,gbtree,0,0,0.3,1,4,2.756540100746692
10,0.05,reg:gamma,gbtree,0,0,0,0.5,4,2.8117052627753822
10,0.05,reg:gamma,gbtree,0,0,0,0.6,4,2.790138424148186
10,0.05,reg:gamma,gbtree,0,0,0,0.7,4,2.7372263079561825
10,0.05,reg:gamma,gbtree,0,0,0,0.8,4,2.7761734883725184
10,0.05,reg:gamma,gbtree,0,0,0,0.9,4,2.763194660579746
10,0.05,reg:gamma,gbtree,0,0,0,1,4,2.7371030748453005
10,0.05,reg:gamma,gbtree,0,0,0.05,0.5,4,2.7960502932541424
10,0.05,reg:gamma,gbtree,0,0,0.05,0.6,4,2.8136094109003404
10,0.05,reg:gamma,gbtree,0,0,0.05,0.7,4,2.734048475687047
10,0.05,reg:gamma,gbtree,0,0,0.05,0.8,4,2.758583267147101
10,0.05,reg:gamma,gbtree,0,0,0.05,0.9,4,2.769725331075742
10,0.05,reg:gamma,gbtree,0,0,0.05,1,4,2.793880326422646
10,0.05,reg:gamma,gbtree,0,0,0.1,0.5,4,2.8445026402148628
10,0.05,reg:gamma,gbtree,0,0,0.1,0.6,4,2.7387800962645614
10,0.05,reg:gamma,gbtree,0,0,0.1,0.7,4,2.757157930725337
10,0.05,reg:gamma,gbtree,0,0,0.1,0.8,4,2.7137462493890525
10,0.05,reg:gamma,gbtree,0,0,0.1,0.9,4,2.768582713306081
10,0.05,reg:gamma,gbtree,0,0,0.1,1,4,2.7656536162966194
10,0.05,reg:gamma,gbtree,0,0,0.2,0.5,4,2.7703457644865925
10,0.05,reg:gamma,gbtree,0,0,0.2,0.6,4,2.7704283034365886
10,0.05,reg:gamma,gbtree,0,0,0.2,0.7,4,2.7680485743023744
10,0.05,reg:gamma,gbtree,0,0,0.2,0.8,4,2.71162100168983
10,0.05,reg:gamma,gbtree,0,0,0.2,0.9,4,2.7647539390496676
10,0.05,reg:gamma,gbtree,0,0,0.2,1,4,2.7424913309479435
10,0.05,reg:gamma,gbtree,0,0,0.3,0.5,4,2.770957436163328
10,0.05,reg:gamma,gbtree,0,0,0.3,0.6,4,2.7145360518761055
10,0.05,reg:gamma,gbtree,0,0,0.3,0.7,4,2.7681431144036237
10,0.05,reg:gamma,gbtree,0,0,0.3,0.8,4,2.776682781376472
10,0.05,reg:gamma,gbtree,0,0,0.3,0.9,4,2.7769032300889163
10,0.05,reg:gamma,gbtree,0,0,0.3,1,4,2.805489443522095
10,0.1,reg:linear,gbtree,0,0,0,0.5,4,2.7093950326160154
10,0.1,reg:linear,gbtree,0,0,0,0.6,4,2.7162122342632777
10,0.1,reg:linear,gbtree,0,0,0,0.7,4,2.672539070001722
10,0.1,reg:linear,gbtree,0,0,0,0.8,4,2.7202851375316945
10,0.1,reg:linear,gbtree,0,0,0,0.9,4,2.6977158836324495
10,0.1,reg:linear,gbtree,0,0,0,1,4,2.769739160392293
10,0.1,reg:linear,gbtree,0,0,0.05,0.5,4,2.6948699994191636
10,0.1,reg:linear,gbtree,0,0,0.05,0.6,4,2.6975143172980416
10,0.1,reg:linear,gbtree,0,0,0.05,0.7,4,2.689539629406293
10,0.1,reg:linear,gbtree,0,0,0.05,0.8,4,2.6480202775937207
10,0.1,reg:linear,gbtree,0,0,0.05,0.9,4,2.7150280394480455
10,0.1,reg:linear,gbtree,0,0,0.05,1,4,2.761345301875071
10,0.1,reg:linear,gbtree,0,0,0.1,0.5,4,2.694559772887282
10,0.1,reg:linear,gbtree,0,0,0.1,0.6,4,2.6638861111695826
10,0.1,reg:linear,gbtree,0,0,0.1,0.7,4,2.6605159952616644
10,0.1,reg:linear,gbtree,0,0,0.1,0.8,4,2.7046759117018473
10,0.1,reg:linear,gbtree,0,0,0.1,0.9,4,2.7025079563828567
10,0.1,reg:linear,gbtree,0,0,0.1,1,4,2.760376753086954
10,0.1,reg:linear,gbtree,0,0,0.2,0.5,4,2.698214959918753
10,0.1,reg:linear,gbtree,0,0,0.2,0.6,4,2.691175809491641
10,0.1,reg:linear,gbtree,0,0,0.2,0.7,4,2.688950100853654
10,0.1,reg:linear,gbtree,0,0,0.2,0.8,4,2.638055635120151
10,0.1,reg:linear,gbtree,0,0,0.2,0.9,4,2.6832283457336428
10,0.1,reg:linear,gbtree,0,0,0.2,1,4,2.7731476059714435
10,0.1,reg:linear,gbtree,0,0,0.3,0.5,4,2.6488971275164923
10,0.1,reg:linear,gbtree,0,0,0.3,0.6,4,2.6900938236648937
10,0.1,reg:linear,gbtree,0,0,0.3,0.7,4,2.691289443169382
10,0.1,reg:linear,gbtree,0,0,0.3,0.8,4,2.67092163431497
10,0.1,reg:linear,gbtree,0,0,0.3,0.9,4,2.7093457611320404
10,0.1,reg:linear,gbtree,0,0,0.3,1,4,2.751515037517314
10,0.1,reg:gamma,gbtree,0,0,0,0.5,4,2.869999709946329
10,0.1,reg:gamma,gbtree,0,0,0,0.6,4,2.8482304919179176
10,0.1,reg:gamma,gbtree,0,0,0,0.7,4,2.85143462929674
10,0.1,reg:gamma,gbtree,0,0,0,0.8,4,2.827400190530529
10,0.1,reg:gamma,gbtree,0,0,0,0.9,4,2.7857580384562097
10,0.1,reg:gamma,gbtree,0,0,0,1,4,2.7811040834110625
10,0.1,reg:gamma,gbtree,0,0,0.05,0.5,4,2.8822703404300154
10,0.1,reg:gamma,gbtree,0,0,0.05,0.6,4,2.782619591768264
10,0.1,reg:gamma,gbtree,0,0,0.05,0.7,4,2.810209855471495
10,0.1,reg:gamma,gbtree,0,0,0.05,0.8,4,2.8050584749095835
10,0.1,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8703762539579243
10,0.1,reg:gamma,gbtree,0,0,0.05,1,4,2.771784464172745
10,0.1,reg:gamma,gbtree,0,0,0.1,0.5,4,2.964470345139061
10,0.1,reg:gamma,gbtree,0,0,0.1,0.6,4,2.8410475298603033
10,0.1,reg:gamma,gbtree,0,0,0.1,0.7,4,2.782149025390636
10,0.1,reg:gamma,gbtree,0,0,0.1,0.8,4,2.820538762493294
10,0.1,reg:gamma,gbtree,0,0,0.1,0.9,4,2.8069381509933917
10,0.1,reg:gamma,gbtree,0,0,0.1,1,4,2.829382253669581
10,0.1,reg:gamma,gbtree,0,0,0.2,0.5,4,2.8677751059298737
10,0.1,reg:gamma,gbtree,0,0,0.2,0.6,4,2.806522910428543
10,0.1,reg:gamma,gbtree,0,0,0.2,0.7,4,2.8200053215023915
10,0.1,reg:gamma,gbtree,0,0,0.2,0.8,4,2.774902752050002
10,0.1,reg:gamma,gbtree,0,0,0.2,0.9,4,2.748850343891584
10,0.1,reg:gamma,gbtree,0,0,0.2,1,4,2.753299326068337
10,0.1,reg:gamma,gbtree,0,0,0.3,0.5,4,2.792346916540426
10,0.1,reg:gamma,gbtree,0,0,0.3,0.6,4,2.788124845785525
10,0.1,reg:gamma,gbtree,0,0,0.3,0.7,4,2.8444141026636913
10,0.1,reg:gamma,gbtree,0,0,0.3,0.8,4,2.8456684821914755
10,0.1,reg:gamma,gbtree,0,0,0.3,0.9,4,2.769902654609356
10,0.1,reg:gamma,gbtree,0,0,0.3,1,4,2.7791113986823555
10,0.2,reg:linear,gbtree,0,0,0,0.5,4,2.6436909748800352
10,0.2,reg:linear,gbtree,0,0,0,0.6,4,2.8168643462039475
10,0.2,reg:linear,gbtree,0,0,0,0.7,4,2.7391599964900117
10,0.2,reg:linear,gbtree,0,0,0,0.8,4,2.761797548996606
10,0.2,reg:linear,gbtree,0,0,0,0.9,4,2.812164960376242
10,0.2,reg:linear,gbtree,0,0,0,1,4,2.7848960665453535
10,0.2,reg:linear,gbtree,0,0,0.05,0.5,4,2.709508279994175
10,0.2,reg:linear,gbtree,0,0,0.05,0.6,4,2.817899143246408
10,0.2,reg:linear,gbtree,0,0,0.05,0.7,4,2.831415374884964
10,0.2,reg:linear,gbtree,0,0,0.05,0.8,4,2.8689884754308848
10,0.2,reg:linear,gbtree,0,0,0.05,0.9,4,2.7925706111897735
10,0.2,reg:linear,gbtree,0,0,0.05,1,4,2.7507990012420387
10,0.2,reg:linear,gbtree,0,0,0.1,0.5,4,2.7730530681258845
10,0.2,reg:linear,gbtree,0,0,0.1,0.6,4,2.797535684840053
10,0.2,reg:linear,gbtree,0,0,0.1,0.7,4,2.7998883975534126
10,0.2,reg:linear,gbtree,0,0,0.1,0.8,4,2.7203963824952426
10,0.2,reg:linear,gbtree,0,0,0.1,0.9,4,2.729211712621966
10,0.2,reg:linear,gbtree,0,0,0.1,1,4,2.7302919869458173
10,0.2,reg:linear,gbtree,0,0,0.2,0.5,4,2.811562948130824
10,0.2,reg:linear,gbtree,0,0,0.2,0.6,4,2.8484573362838637
10,0.2,reg:linear,gbtree,0,0,0.2,0.7,4,2.7946522517626935
10,0.2,reg:linear,gbtree,0,0,0.2,0.8,4,2.7834646401664855
10,0.2,reg:linear,gbtree,0,0,0.2,0.9,4,2.7339286811236834
10,0.2,reg:linear,gbtree,0,0,0.2,1,4,2.7558846466682754
10,0.2,reg:linear,gbtree,0,0,0.3,0.5,4,2.7541128951956426
10,0.2,reg:linear,gbtree,0,0,0.3,0.6,4,2.7755472046305
10,0.2,reg:linear,gbtree,0,0,0.3,0.7,4,2.8496497534120913
10,0.2,reg:linear,gbtree,0,0,0.3,0.8,4,2.743758652919914
10,0.2,reg:linear,gbtree,0,0,0.3,0.9,4,2.711781761137994
10,0.2,reg:linear,gbtree,0,0,0.3,1,4,2.72608311505202
10,0.2,reg:gamma,gbtree,0,0,0,0.5,4,3.096393924546629
10,0.2,reg:gamma,gbtree,0,0,0,0.6,4,2.9720202115172167
10,0.2,reg:gamma,gbtree,0,0,0,0.7,4,3.0039923339796175
10,0.2,reg:gamma,gbtree,0,0,0,0.8,4,2.9104603335910553
10,0.2,reg:gamma,gbtree,0,0,0,0.9,4,2.846574637577358
10,0.2,reg:gamma,gbtree,0,0,0,1,4,2.876354001406088
10,0.2,reg:gamma,gbtree,0,0,0.05,0.5,4,3.013740963962225
10,0.2,reg:gamma,gbtree,0,0,0.05,0.6,4,3.128312260436673
10,0.2,reg:gamma,gbtree,0,0,0.05,0.7,4,2.9878782725104576
10,0.2,reg:gamma,gbtree,0,0,0.05,0.8,4,2.887559503539893
10,0.2,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8691344620351824
10,0.2,reg:gamma,gbtree,0,0,0.05,1,4,2.8761435350055056
10,0.2,reg:gamma,gbtree,0,0,0.1,0.5,4,3.1319656997382617
10,0.2,reg:gamma,gbtree,0,0,0.1,0.6,4,3.008932958341055
10,0.2,reg:gamma,gbtree,0,0,0.1,0.7,4,2.9712194736481203
10,0.2,reg:gamma,gbtree,0,0,0.1,0.8,4,3.0000640220029045
10,0.2,reg:gamma,gbtree,0,0,0.1,0.9,4,2.9546659949928515
10,0.2,reg:gamma,gbtree,0,0,0.1,1,4,2.808035824785102
10,0.2,reg:gamma,gbtree,0,0,0.2,0.5,4,3.086927499540727
10,0.2,reg:gamma,gbtree,0,0,0.2,0.6,4,2.9619228143179117
10,0.2,reg:gamma,gbtree,0,0,0.2,0.7,4,2.918480880811772
10,0.2,reg:gamma,gbtree,0,0,0.2,0.8,4,2.9013641049698076
10,0.2,reg:gamma,gbtree,0,0,0.2,0.9,4,2.8971860347545815
10,0.2,reg:gamma,gbtree,0,0,0.2,1,4,2.8114906351976456
10,0.2,reg:gamma,gbtree,0,0,0.3,0.5,4,3.1232800954932887
10,0.2,reg:gamma,gbtree,0,0,0.3,0.6,4,2.9485210566754683
10,0.2,reg:gamma,gbtree,0,0,0.3,0.7,4,2.8807996470799955
10,0.2,reg:gamma,gbtree,0,0,0.3,0.8,4,2.883626051467151
10,0.2,reg:gamma,gbtree,0,0,0.3,0.9,4,2.823557210795891
10,0.2,reg:gamma,gbtree,0,0,0.3,1,4,2.828938215332146
10,0.3,reg:linear,gbtree,0,0,0,0.5,4,2.76895142909673
10,0.3,reg:linear,gbtree,0,0,0,0.6,4,3.0099026877196695
10,0.3,reg:linear,gbtree,0,0,0,0.7,4,2.9253486112884337
10,0.3,reg:linear,gbtree,0,0,0,0.8,4,2.847614894720263
10,0.3,reg:linear,gbtree,0,0,0,0.9,4,2.8436680485719483
10,0.3,reg:linear,gbtree,0,0,0,1,4,2.8486852319149536
10,0.3,reg:linear,gbtree,0,0,0.05,0.5,4,2.942482045638585
10,0.3,reg:linear,gbtree,0,0,0.05,0.6,4,2.894239403230153
10,0.3,reg:linear,gbtree,0,0,0.05,0.7,4,2.889334255129408
10,0.3,reg:linear,gbtree,0,0,0.05,0.8,4,2.7523509823941463
10,0.3,reg:linear,gbtree,0,0,0.05,0.9,4,2.8205447352068487
10,0.3,reg:linear,gbtree,0,0,0.05,1,4,2.8327940617005867
10,0.3,reg:linear,gbtree,0,0,0.1,0.5,4,2.9549552403065866
10,0.3,reg:linear,gbtree,0,0,0.1,0.6,4,2.884400685385301
10,0.3,reg:linear,gbtree,0,0,0.1,0.7,4,2.902566036705033
10,0.3,reg:linear,gbtree,0,0,0.1,0.8,4,2.7691399203145677
10,0.3,reg:linear,gbtree,0,0,0.1,0.9,4,2.9395007562106783
10,0.3,reg:linear,gbtree,0,0,0.1,1,4,2.8524969872768455
10,0.3,reg:linear,gbtree,0,0,0.2,0.5,4,2.8330625246564165
10,0.3,reg:linear,gbtree,0,0,0.2,0.6,4,2.8197537000213817
10,0.3,reg:linear,gbtree,0,0,0.2,0.7,4,2.74782017375452
10,0.3,reg:linear,gbtree,0,0,0.2,0.8,4,2.6760037194585795
10,0.3,reg:linear,gbtree,0,0,0.2,0.9,4,2.7944435803655017
10,0.3,reg:linear,gbtree,0,0,0.2,1,4,2.799497809115864
10,0.3,reg:linear,gbtree,0,0,0.3,0.5,4,2.9273450396842944
10,0.3,reg:linear,gbtree,0,0,0.3,0.6,4,2.8729398564388946
10,0.3,reg:linear,gbtree,0,0,0.3,0.7,4,2.861223825955731
10,0.3,reg:linear,gbtree,0,0,0.3,0.8,4,2.7802349977479457
10,0.3,reg:linear,gbtree,0,0,0.3,0.9,4,2.7838771434121155
10,0.3,reg:linear,gbtree,0,0,0.3,1,4,2.8403021334316447
10,0.3,reg:gamma,gbtree,0,0,0,0.5,4,3.635719316005786
10,0.3,reg:gamma,gbtree,0,0,0,0.6,4,3.403712917671183
10,0.3,reg:gamma,gbtree,0,0,0,0.7,4,3.268006722159287
